content,time,score,Location#Transportation,Location#Downtown,Location#Easy_to_find,Service#Queue,Service#Hospitality,Service#Parking,Service#Timely,Price#Level,Price#Cost_effective,Price#Discount,Ambience#Decoration,Ambience#Noise,Ambience#Space,Ambience#Sanitary,Food#Portion,Food#Taste,Food#Appearance,Food#Recommend
很划算，缺斤少两，物流很快,2025-07-09 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,正面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
物流太慢了。,2025-06-20 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
强烈推荐,2025-09-06 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
机器人回复，气死人,2025-05-29 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
快递在路上停了三天,2025-10-19 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
物流太慢了，不过机器人回复，气死人,2025-02-23 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
白菜价，而且送礼有面子。,2025-06-29 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
半天不回消息，漏气了,2025-04-11 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
个头太小了，不过价格有点高,2025-03-19 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
个头很大，但是不推荐购买，亏了。,2025-11-10 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
包装太简陋,2025-04-24 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
等了一个世纪,2025-10-07 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
包装严实，比超市贵多了，发货速度神速,2025-09-08 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,正面,负面,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
等了一个世纪，态度恶劣，智商税,2024-12-28 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,负面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
包装精美，态度恶劣，口感丰富，层次分明,2025-04-16 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,正面,未提及,未提及
全是包装袋，客服很有耐心，咸淡适中，味道刚好,2024-12-20 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,正面,未提及,未提及
根本不值。,2025-03-20 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
包装精美,2025-01-02 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
不推荐购买，亏了，客服爱答不理，昨天下单今天就到了,2025-04-21 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
个头太小了,2025-03-06 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
无限回购，价格便宜，智商税,2025-05-03 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
真的很好吃，不过半天不回消息,2025-08-09 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及
比超市贵多了,2025-09-10 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
物流很快，但是入口即化，太香了,2025-10-07 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及
白菜价，而且态度恶劣,2025-01-22 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
挺便宜的。太甜了，腻死人,2025-03-30 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
包装破损,2025-08-26 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
一次性买卖，售后处理及时,2025-05-25 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
客服很有耐心，而且一次性买卖,2025-05-09 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
态度恶劣，别买，包装破损,2025-11-29 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面
避雷，价格实惠，盒子很好看,2025-03-30 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,负面
客服很有耐心，快递在路上停了三天，满满一大包。,2025-10-30 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
很划算，漏气了,2025-03-02 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
咸淡适中，味道刚好。态度恶劣,2025-03-29 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及
快递给力，但是包装太简陋,2025-10-20 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
性价比超高，包装太简陋，别买,2025-10-18 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面
快递给力，售后处理及时，盒子很好看,2025-12-14 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
全是包装袋，不过家里人都爱吃,2025-06-20 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,正面,未提及,未提及
客服很有耐心,2025-04-28 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
客服态度很好，不过根本不值,2025-09-10 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
漏气了，快递在路上停了三天，无限回购。,2025-04-28 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,正面
真的很好吃，分量对得起价格，价格实惠,2025-07-12 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,正面,正面,未提及,未提及
客服态度很好，快递在路上停了三天，价格有点高,2025-04-10 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,负面,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
售后处理及时，而且缺斤少两。,2025-11-15 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
分量对得起价格，但是箱子压扁了,2024-12-19 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,正面,未提及,未提及,未提及
根本不值。,2025-04-17 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
太甜了，腻死人,2025-10-05 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
客服态度很好，一次性买卖，物流太慢了,2025-12-06 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
漏气了，一次性买卖，客服态度很好,2025-07-21 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面
客服很有耐心，不过真的很好吃,2025-12-14 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及
价格实惠。,2025-02-09 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
物超所值，而且个头太小了,2025-05-03 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
客服很有耐心，有一股哈喇味，以后不会再来了,2025-03-20 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,负面
漏气了，客服态度很好。,2025-06-26 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
客服很有耐心。,2025-08-29 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
性价比极低，送礼有面子，客服很有耐心,2025-04-06 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
以后不会再来了,2025-09-02 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
个头太小了，态度恶劣，不推荐购买，亏了,2025-01-01 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
无限回购,2025-04-11 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
值得购买,2025-08-22 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
客服很有耐心，送礼有面子,2025-02-10 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
咸淡适中，味道刚好,2025-06-21 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及
盒子很好看。根本不值,2025-05-13 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
很划算,2025-02-26 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
很划算，快递在路上停了三天，无限回购,2025-08-26 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
盒子很好看，但是昨天下单今天就到了,2025-03-06 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
昨天下单今天就到了。服务热情,2025-02-23 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
还会再来，分量对得起价格，死贵死贵的,2025-07-02 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,正面
发货速度神速，但是强烈推荐,2025-06-05 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
太难吃了,2025-04-09 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
包装严实，不推荐购买，亏了，客服态度很好。,2025-09-29 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
值得购买，性价比极低，口感像嚼蜡,2025-12-01 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,正面
客服很有耐心,2025-04-01 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
还会再来,2025-07-10 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
买到就是赚到，机器人回复，气死人，盒子很好看,2025-06-02 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,正面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
性价比超高，但是客服态度很好,2025-08-20 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
半天不回消息，智商税，包装破损,2025-12-08 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,负面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
口感丰富，层次分明，漏气了，白菜价。,2025-09-30 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,负面,未提及,未提及,未提及,未提及,正面,未提及,未提及
半天不回消息，但是避雷,2025-02-18 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
发货慢吞吞，但是分量太少了。,2024-12-22 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
别买。送礼有面子,2025-08-12 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,负面
死贵死贵的,2025-03-14 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
价格实惠,2025-04-20 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
缺斤少两，智商税，价格便宜,2025-02-17 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,负面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
性价比超高,2025-12-02 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
强烈推荐,2025-01-24 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
以后不会再来了,2025-10-26 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
满满一大包，白菜价，快递在路上停了三天,2025-11-14 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,正面,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
等了一个世纪，真的很好吃，别买,2025-12-10 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,负面
快递在路上停了三天,2025-09-09 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
包装破损，客服很有耐心，入口即化，太香了,2025-11-23 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,正面,未提及,未提及
箱子压扁了,2025-01-28 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
分量对得起价格，不过物流太慢了,2025-12-16 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
避雷，包装精美，发货速度神速,2025-02-07 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,负面
分量对得起价格，服务热情，包装精美,2025-06-26 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及
快递给力，而且值得购买,2025-09-26 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
性价比极低,2025-02-14 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
太贵了。等了一个世纪。,2025-06-21 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
不值这个钱，分量对得起价格，以后不会再来了,2025-11-22 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,负面
发货慢吞吞,2024-12-22 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
客服态度很好。,2025-08-11 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
昨天下单今天就到了，机器人回复，气死人，值得购买。,2025-05-27 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
太贵了,2025-04-17 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
分量太少了，挺便宜的，不推荐购买，亏了,2024-12-21 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,负面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
售后处理及时,2025-05-27 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
太难吃了,2025-10-30 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
昨天下单今天就到了。,2025-07-24 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
快递给力，而且送礼有面子,2025-05-08 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
价格实惠，智商税，半天不回消息,2025-07-24 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,正面,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
客服很有耐心，一次性买卖，太难吃了,2025-11-15 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,负面
以后不会再来了，不过智商税。,2025-06-03 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
缺斤少两,2025-04-28 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
半天不回消息。个头太小了,2025-10-20 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
有一股哈喇味。性价比极低。,2025-07-09 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
客服态度很好,2025-06-06 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
性价比极低,2025-11-29 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
咸淡适中，味道刚好，很划算，客服爱答不理,2025-05-11 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及
根本不值,2025-01-11 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
值得购买，挺便宜的，盒子很好看。,2025-06-29 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,正面
缺斤少两,2025-09-16 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
太甜了，腻死人，包装太简陋，服务热情,2025-01-11 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,负面,未提及,未提及
一次性买卖。,2025-05-14 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
一点都不新鲜，别买，不推荐购买，亏了,2025-09-09 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,负面
等了一个世纪。,2025-06-04 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
等了一个世纪，但是比超市贵多了,2025-11-27 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
昨天下单今天就到了，机器人回复，气死人，箱子压扁了,2024-12-30 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
